-3.342576324939727783e-01;1.555514521896839142e-02;-1.836929656565189362e-02;9.375184029340744019e-02;-2.943766117095947266e-01;-1.876963861286640167e-02;8.875629864633083344e-03;-1.125443726778030396e-03;-4.459649324417114258e-03;-3.158887848258018494e-02;1.985931955277919769e-02;3.918942529708147049e-03;1.982536613941192627e-01;1.036225780844688416e-01;-2.148618362843990326e-02;-3.922548592090606689e-01
-3.667826354503631592e-01;2.426939755678176880e-01;5.156406667083501816e-03;-1.568445712327957153e-01;-3.100173771381378174e-01;-9.304006695747375488e-01;-9.580644778907299042e-03;-2.381908416282385588e-04;-2.700973302125930786e-02;5.255986005067825317e-03;2.306461483240127563e-01;-2.241232059895992279e-02;5.316917970776557922e-02;-1.400892436504364014e-01;-2.184922195738181472e-04;-4.068756848573684692e-02
1.053095236420631409e-01;2.260898649692535400e-01;2.723149210214614868e-02;-2.333671450614929199e-01;9.013903886079788208e-02;-1.597714237868785858e-02;-5.179572701454162598e-01;-5.115527659654617310e-03;5.464154854416847229e-02;5.218627676367759705e-02;2.377488017082214355e-01;2.338034659624099731e-02;-3.279657363891601562e-01;-2.169172614812850952e-01;1.375506073236465454e-02;1.883391141891479492e-01
-8.132509589195251465e-01;-6.769110560417175293e-01;-2.827251888811588287e-02;1.342285126447677612e-01;-1.310618162155151367e+00;-5.209509730339050293e-01;-6.594790518283843994e-02;-1.083898425102233887e+00;-2.957098782062530518e-01;-6.505225598812103271e-02;-6.491160392761230469e-01;-2.426039278507232666e-01;3.657104969024658203e-01;1.252263635396957397e-01;-3.373312950134277344e-02;-2.668628692626953125e-01
3.638488948345184326e-01;1.336809843778610229e-01;1.232576463371515274e-02;-4.254570975899696350e-02;3.126186728477478027e-01;-3.049136511981487274e-02;1.897464040666818619e-03;1.659931801259517670e-02;1.777141094207763672e-01;2.215305529534816742e-02;1.260220557451248169e-01;1.400913149118423462e-01;-3.695150315761566162e-01;-3.523534908890724182e-02;2.138048969209194183e-02;2.744558155536651611e-01
8.865724503993988037e-02;-1.658153682947158813e-01;4.863856360316276550e-02;-2.787116765975952148e-01;4.453311488032341003e-02;8.971210718154907227e-01;4.227791130542755127e-01;2.152069471776485443e-02;-2.754536569118499756e-01;-1.212417930364608765e-01;-2.062597572803497314e-01;-1.276282668113708496e-01;-1.922147721052169800e-01;-2.375134825706481934e-01;-3.338504582643508911e-02;-4.998171031475067139e-01
-4.157733619213104248e-01;-3.598887324333190918e-01;-2.995187602937221527e-02;5.013954639434814453e-01;-5.882360339164733887e-01;-9.826275110244750977e-01;-5.122357979416847229e-02;-7.179381847381591797e-01;-2.863777875900268555e-01;-8.823907375335693359e-02;-4.017254412174224854e-01;-2.469130754470825195e-01;5.707017779350280762e-01;5.084068179130554199e-01;-3.842658549547195435e-02;-2.911258935928344727e-01
-4.176398813724517822e-01;5.902345180511474609e-01;-3.184634819626808167e-02;4.386651813983917236e-01;-5.154228806495666504e-01;-8.284687399864196777e-01;2.744533419609069824e-01;-5.472639203071594238e-01;5.889688730239868164e-01;-2.936123497784137726e-02;5.505166649818420410e-01;5.177248716354370117e-01;-5.457655787467956543e-01;4.077577590942382812e-01;-6.539739966392517090e-01;-6.706196069717407227e-01
-3.040618300437927246e-01;-4.687675535678863525e-01;2.504972182214260101e-02;5.318089127540588379e-01;-5.696213841438293457e-01;-7.794366478919982910e-01;8.236168324947357178e-02;2.205527275800704956e-01;-6.390741467475891113e-01;3.597353398799896240e-02;-5.245454609394073486e-02;-6.546850204467773438e-01;-9.030718207359313965e-01;5.194364190101623535e-01;-1.088015317916870117e+00;-2.125678360462188721e-01
-1.025537371635437012e+00;2.485733330249786377e-01;-1.463353782892227173e-01;-1.464457716792821884e-02;-1.034783363342285156e+00;-7.652179598808288574e-01;1.191200852394104004e+00;-1.059014201164245605e+00;-5.662434697151184082e-01;-3.662199676036834717e-01;2.784025073051452637e-01;-4.406431615352630615e-01;-5.623765587806701660e-01;3.814272284507751465e-01;-1.521210074424743652e-01;6.563818454742431641e-01
-1.107035875320434570e+00;5.989176034927368164e-01;-1.969590902328491211e+00;-1.377988934516906738e+00;-1.066428661346435547e+00;-1.054815292358398438e+00;-1.598914526402950287e-02;-9.291013702750205994e-03;-4.851610958576202393e-01;3.770961612462997437e-02;5.831523537635803223e-01;6.091881543397903442e-02;-8.815369606018066406e-01;-3.592283427715301514e-01;4.002639558166265488e-03;-4.847489893436431885e-01
5.471224710345268250e-02;1.970043927431106567e-01;2.260392904281616211e-01;1.099287718534469604e-01;1.280455440282821655e-01;1.229058578610420227e-01;1.105267778038978577e-01;1.597688943147659302e-01;5.165380612015724182e-02;3.294584453105926514e-01;1.672621816396713257e-01;-4.786881431937217712e-02;-1.921644955873489380e-01;-2.512914687395095825e-02;1.892631053924560547e-01;1.904444843530654907e-01
1.144584547728300095e-02;-1.720025092363357544e-01;-2.131498651579022408e-03;4.023511335253715515e-02;1.332111097872257233e-02;9.015402756631374359e-03;5.019714124500751495e-03;3.932311199605464935e-03;3.370338818058371544e-03;-5.863250698894262314e-03;-1.627417802810668945e-01;-2.557858591899275780e-03;-7.370048165321350098e-01;3.910508751869201660e-02;-2.887886483222246170e-03;-4.589392244815826416e-01
-7.402138113975524902e-01;4.158010780811309814e-01;-4.002473503351211548e-02;4.322014153003692627e-01;-6.103585958480834961e-01;-5.465633273124694824e-01;3.205026388168334961e-01;-7.459474802017211914e-01;7.120013236999511719e-01;-5.826858803629875183e-02;3.701682984828948975e-01;6.282017827033996582e-01;-5.465639829635620117e-01;4.041654467582702637e-01;-6.531365513801574707e-01;-4.837504923343658447e-01
9.846146404743194580e-02;-3.847007453441619873e-01;-3.524054959416389465e-02;4.410855472087860107e-01;8.183158934116363525e-02;-2.076132446527481079e-01;9.452871978282928467e-03;-5.653424561023712158e-02;-1.409299671649932861e-01;-6.409595161676406860e-02;-3.646670281887054443e-01;-1.109290048480033875e-01;3.739894926548004150e-01;4.125983119010925293e-01;-2.899569459259510040e-02;-3.248390853404998779e-01
-5.216203331947326660e-01;8.460789918899536133e-01;-2.856181003153324127e-02;2.540251016616821289e-01;-5.416427254676818848e-01;-8.904727101325988770e-01;3.223784863948822021e-01;-7.913814187049865723e-01;7.396556138992309570e-01;-4.926949366927146912e-02;7.830941677093505859e-01;6.551860570907592773e-01;-7.880864143371582031e-01;2.511799037456512451e-01;-8.812295794486999512e-01;-9.369893074035644531e-01
-3.197620064020156860e-02;4.224334955215454102e-01;1.075163669884204865e-02;-9.236602783203125000e-01;-1.791657209396362305e-01;-9.952685236930847168e-01;-4.280405342578887939e-01;-9.759238958358764648e-01;-5.336774587631225586e-01;3.356499224901199341e-02;4.162800014019012451e-01;-4.521404504776000977e-01;-8.703546524047851562e-01;-8.334124684333801270e-01;9.495386853814125061e-03;-5.746398568153381348e-01
1.413517743349075317e-01;1.403210461139678955e-01;2.704670769162476063e-04;-2.070944309234619141e-01;1.280721873044967651e-01;8.188509196043014526e-02;-5.181682854890823364e-02;-1.012375298887491226e-02;-4.770142585039138794e-02;3.707953169941902161e-02;1.515204310417175293e-01;-4.425732791423797607e-02;-6.972663998603820801e-01;-2.070755511522293091e-01;7.696579676121473312e-03;-3.376374244689941406e-01
-1.001317024230957031e+00;3.335385024547576904e-01;3.262988105416297913e-02;-1.065269038081169128e-01;-8.661497235298156738e-01;-4.086753726005554199e-01;-3.924417793750762939e-01;8.210092782974243164e-03;1.605990827083587646e-01;8.455161005258560181e-02;3.214330375194549561e-01;5.652787536382675171e-02;-3.790196776390075684e-01;-1.321481913328170776e-01;4.078121483325958252e-02;2.315126359462738037e-01
-6.569512486457824707e-01;-1.379649788141250610e-01;2.598321437835693359e-02;2.688573002815246582e-01;-5.520132780075073242e-01;2.254086919128894806e-02;3.802943602204322815e-02;2.959911525249481201e-02;1.105532422661781311e-02;6.014067679643630981e-02;-1.345679610967636108e-01;-1.037442218512296677e-02;2.221934963017702103e-03;2.180242687463760376e-01;3.686720505356788635e-02;6.304645538330078125e-02
3.212052285671234131e-01;5.082834959030151367e-01;-3.171227499842643738e-02;2.045609503984451294e-01;2.575623393058776855e-01;-8.122570514678955078e-01;-2.869958616793155670e-02;-3.019392676651477814e-02;-3.253268599510192871e-01;-3.075559996068477631e-02;4.919783473014831543e-01;-2.601814270019531250e-01;-8.387736678123474121e-01;1.896611601114273071e-01;-5.743810907006263733e-03;-2.330879122018814087e-01
-3.775690495967864990e-01;1.782368123531341553e-01;1.010073274374008179e-01;-1.374963819980621338e-01;-2.890903055667877197e-01;4.537121951580047607e-02;2.387088164687156677e-02;5.779318511486053467e-02;1.053232606500387192e-02;1.538458913564682007e-01;1.651972085237503052e-01;-3.053736500442028046e-02;6.790378689765930176e-02;-1.772309094667434692e-01;8.484887331724166870e-02;1.183819398283958435e-02
-1.783732026815414429e-01;4.072520136833190918e-01;-1.543288350105285645e+00;-9.248397946357727051e-01;-1.022361397743225098e+00;-8.456848263740539551e-01;-5.195491015911102295e-03;-1.863874844275414944e-03;-4.806198775768280029e-01;3.001497499644756317e-02;3.971524834632873535e-01;8.344807475805282593e-02;-5.946441292762756348e-01;-2.688164710998535156e-01;6.197598762810230255e-03;-8.015500307083129883e-01
-9.043287634849548340e-01;-1.051875472068786621e+00;3.434615209698677063e-02;1.607711166143417358e-01;-1.662892222404479980e+00;-1.418236494064331055e+00;4.510737210512161255e-02;1.964052766561508179e-01;-7.673046588897705078e-01;3.858307749032974243e-02;-5.329358577728271484e-01;-7.289199829101562500e-01;-9.454017281532287598e-01;1.946030110120773315e-01;-1.590559840202331543e+00;-7.330992221832275391e-01
3.785029053688049316e-01;-1.354066580533981323e-01;-1.234730985015630722e-02;2.873827517032623291e-01;3.143098652362823486e-01;-5.660478472709655762e-01;-5.816491786390542984e-03;-9.262479841709136963e-03;-9.260726720094680786e-02;-5.784805980511009693e-04;-1.318237930536270142e-01;-7.380206882953643799e-02;2.673128545284271240e-01;2.553957998752593994e-01;-3.390961093828082085e-03;-1.245576217770576477e-01
-9.896399974822998047e-01;1.915463991463184357e-02;2.256362326443195343e-02;-1.632438302040100098e-01;-8.447408080101013184e-01;2.408360317349433899e-02;1.207746798172593117e-03;1.591009460389614105e-02;8.261648938059806824e-03;2.560909278690814972e-02;1.193409133702516556e-02;6.342290434986352921e-03;-1.289069205522537231e-01;-1.546267122030258179e-01;1.424932386726140976e-02;1.331218890845775604e-02
-1.868465095758438110e-01;5.234878063201904297e-01;-5.597100779414176941e-02;3.427719771862030029e-01;-1.432216465473175049e-01;-7.794106602668762207e-01;-3.764048218727111816e-01;-4.187127202749252319e-02;1.877719312906265259e-01;1.432575285434722900e-01;5.515960454940795898e-01;1.009932383894920349e-01;-7.738676667213439941e-01;2.997545003890991211e-01;2.833381108939647675e-02;3.269524574279785156e-01
1.611740887165069580e-01;-1.689936779439449310e-02;1.877248734235763550e-01;2.289235889911651611e-01;2.110586613416671753e-01;1.366193294525146484e-01;1.036958396434783936e-01;1.404586583375930786e-01;4.984096810221672058e-02;2.614476382732391357e-01;-3.364554420113563538e-02;-3.677574172616004944e-02;3.569209575653076172e-01;9.915341436862945557e-02;1.576538532972335815e-01;7.636673748493194580e-02
1.008242890238761902e-01;-3.170020878314971924e-01;-1.222106907516717911e-02;3.087089657783508301e-01;8.654750883579254150e-02;1.558085810393095016e-02;2.608674345538020134e-03;-9.226890280842781067e-03;3.641904331743717194e-04;2.580638602375984192e-02;-2.992868721485137939e-01;-4.852745682001113892e-03;-5.086299180984497070e-01;2.604922354221343994e-01;1.288482826203107834e-02;-2.435042150318622589e-02
-3.076684474945068359e-01;6.511111855506896973e-01;-8.193686008453369141e-01;-4.464863240718841553e-01;-1.988268494606018066e-01;-5.724900960922241211e-01;-1.096738968044519424e-02;-2.553451340645551682e-03;-3.044587373733520508e-01;4.660794511437416077e-02;6.250461935997009277e-01;-7.844261080026626587e-02;-1.590823382139205933e-01;4.238787665963172913e-02;1.914662308990955353e-02;-2.970910966396331787e-01
-2.615359425544738770e-01;5.270639657974243164e-01;-2.558411657810211182e-02;3.803094923496246338e-01;-2.053503692150115967e-01;-7.279850244522094727e-01;8.330710977315902710e-02;3.942848742008209229e-02;1.847601532936096191e-01;1.146230380982160568e-02;5.083885788917541504e-01;1.551003009080886841e-01;-3.049227595329284668e-01;3.571577668190002441e-01;6.368110887706279755e-03;2.954158186912536621e-01
-5.831069946289062500e-01;-2.200448215007781982e-01;-1.099265925586223602e-02;1.805851608514785767e-01;-4.966483414173126221e-01;1.247057970613241196e-02;2.586958184838294983e-02;1.573591120541095734e-02;2.176061039790511131e-03;-5.713609512895345688e-03;-2.161217629909515381e-01;-1.513339695520699024e-03;-1.472019404172897339e-01;1.646622121334075928e-01;3.458447987213730812e-03;-5.251924395561218262e-01
-5.566737055778503418e-01;4.649007916450500488e-01;-2.789123170077800751e-02;3.992054462432861328e-01;-9.112567305564880371e-01;-7.568632364273071289e-01;2.921087145805358887e-01;-1.210250020027160645e+00;6.235770583152770996e-01;-6.006646901369094849e-02;4.171877801418304443e-01;5.552017092704772949e-01;-3.353008925914764404e-01;3.661143779754638672e-01;-7.873555421829223633e-01;-6.787698268890380859e-01
-4.451597854495048523e-02;5.622900128364562988e-01;-1.148886799812316895e+00;-7.495339512825012207e-01;-1.667446084320545197e-02;-9.278315901756286621e-01;-1.492854114621877670e-02;-3.650508821010589600e-03;-3.374457657337188721e-01;3.463361784815788269e-02;5.426788330078125000e-01;3.890278190374374390e-02;-2.727514505386352539e-01;-3.297784924507141113e-02;5.471824202686548233e-03;-8.508364111185073853e-02
8.113809227943420410e-01;4.533829391002655029e-01;-4.762379452586174011e-02;9.842548519372940063e-02;6.943300962448120117e-01;-9.818081259727478027e-01;-1.592025011777877808e-01;-7.266339659690856934e-02;-2.793990969657897949e-01;7.476101070642471313e-02;4.640347361564636230e-01;-2.434333711862564087e-01;-7.205077409744262695e-01;1.005915701389312744e-01;-9.195971302688121796e-03;-4.936842620372772217e-01
-7.937335968017578125e-01;2.901777923107147217e-01;-7.623136043548583984e-02;4.091074168682098389e-01;-6.204958558082580566e-01;-8.652121424674987793e-01;-4.437810778617858887e-01;-3.130315616726875305e-02;1.941970884799957275e-01;7.819335907697677612e-02;3.369543850421905518e-01;7.735185325145721436e-02;-5.500517487525939941e-01;3.975698053836822510e-01;-4.683331644628196955e-04;3.113014400005340576e-01
1.957011222839355469e-01;3.037189505994319916e-02;2.821343243122100830e-01;-1.809371858835220337e-01;2.358981519937515259e-01;-1.347387731075286865e-01;9.456686675548553467e-02;-7.376937568187713623e-02;1.008100435137748718e-01;2.108652591705322266e-01;-2.181616127490997314e-01;3.771837428212165833e-02;2.484312355518341064e-01;3.416479751467704773e-02;1.212535277009010315e-01;2.776774466037750244e-01
-7.164077367633581161e-03;4.352287054061889648e-01;1.818484626710414886e-02;-3.368731141090393066e-01;-2.283580750226974487e-01;-1.781418547034263611e-02;-2.762944810092449188e-02;-4.546317271888256073e-03;-8.972925134003162384e-03;-5.023620906285941601e-05;4.162844419479370117e-01;-2.943116938695311546e-03;-7.019199728965759277e-01;-2.973106801509857178e-01;-6.714877672493457794e-03;3.612304478883743286e-02
-7.396509051322937012e-01;3.444244265556335449e-01;-1.224237680435180664e-01;-1.719693839550018311e-01;-1.022308349609375000e+00;-9.052361845970153809e-01;1.176509499549865723e+00;-1.088593721389770508e+00;-3.638501465320587158e-01;-2.971009910106658936e-01;3.690265715122222900e-01;-3.427652120590209961e-01;-5.473352670669555664e-01;2.229752540588378906e-01;-1.318045556545257568e-01;6.844860315322875977e-01
-8.116153478622436523e-01;-4.683782756328582764e-01;-1.428102981299161911e-02;3.073175549507141113e-01;-6.948977708816528320e-01;1.209847070276737213e-02;1.051287632435560226e-02;-3.212898969650268555e-03;-7.630904437974095345e-04;2.646063081920146942e-02;-4.431211650371551514e-01;-2.633069176226854324e-03;-5.464972257614135742e-01;2.650561034679412842e-01;8.137913420796394348e-03;-5.202541947364807129e-01
-7.891670614480972290e-02;3.133294284343719482e-01;-1.211388222873210907e-02;1.858835667371749878e-01;-1.586834788322448730e-01;-3.549328446388244629e-01;9.003380686044692993e-02;3.793120384216308594e-02;2.449006736278533936e-01;4.226186778396368027e-03;2.983319163322448730e-01;2.117540836334228516e-01;-3.444338738918304443e-01;1.719147861003875732e-01;1.541010849177837372e-02;3.348312973976135254e-01
-8.246698379516601562e-01;4.980110824108123779e-01;4.865060094743967056e-03;-1.171795964241027832e+00;-9.530503749847412109e-01;-1.340405106544494629e+00;-7.897201776504516602e-01;-1.499976992607116699e+00;-1.049057722091674805e+00;2.783054858446121216e-02;4.818233251571655273e-01;-8.782280683517456055e-01;-8.768747448921203613e-01;-1.149831533432006836e+00;3.686097217723727226e-03;-5.210080146789550781e-01
-6.499140858650207520e-01;4.634979963302612305e-01;4.669645801186561584e-03;-6.295154988765716553e-02;-5.407164692878723145e-01;8.163242787122726440e-02;5.728812143206596375e-02;2.498596534132957458e-02;1.732822507619857788e-01;2.614949457347393036e-02;4.485906064510345459e-01;1.528623402118682861e-01;-5.569045543670654297e-01;-5.927396938204765320e-02;1.314521580934524536e-02;2.532508969306945801e-01
4.987077042460441589e-02;-2.052595764398574829e-01;-2.039262652397155762e-02;2.848426401615142822e-01;3.862820193171501160e-02;-9.808332920074462891e-01;-2.755778282880783081e-02;-2.993123419582843781e-02;-2.639698386192321777e-01;-2.241465635597705841e-02;-1.955835223197937012e-01;-2.156800627708435059e-01;3.449732363224029541e-01;2.528155744075775146e-01;-1.658750697970390320e-02;-1.659498214721679688e-01
-5.803157091140747070e-01;5.918008685111999512e-01;-3.197358548641204834e-02;5.813500285148620605e-01;-6.990649700164794922e-01;-9.465657472610473633e-01;2.916831672191619873e-01;-3.961087465286254883e-01;6.381819844245910645e-01;-2.396644838154315948e-02;5.504974722862243652e-01;5.542470812797546387e-01;-7.926880121231079102e-01;5.375903248786926270e-01;-1.276726245880126953e+00;-6.914477944374084473e-01
